id_artikel,judul,isi_artikel,kategori,status_artikel,id_penulis,id_verifikator,tanggal_publish,created_at,updated_at
106,Pentingnya Imunisasi Booster (Bagian 5),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Penyakit,Ditolak,239976,243549,,2025-12-01 07:57:41,2025-12-01 07:57:41
107,Manfaat Imunisasi untuk Anak (Bagian 5),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Imunisasi,Draft,211907,,,2026-03-07 09:31:02,2026-03-07 09:31:02
108,Jadwal Imunisasi Lengkap (Bagian 5),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Kehamilan,Diarsipkan,201437,,,2026-02-17 04:39:01,2026-02-17 04:39:01
109,Bahaya Campak dan Rubella (Bagian 5),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Tumbuh Kembang,Diarsipkan,237597,,,2026-05-25 05:26:52,2026-05-25 05:26:52
110,Pencegahan Stunting Sejak Dini (Bagian 5),"Stunting adalah kondisi gagal tumbuh pada anak akibat kekurangan gizi kronis dalam 1000 hari pertama kehidupan. Anak stunting memiliki tinggi badan di bawah standar usianya. Pencegahan stunting dimulai sejak masa kehamilan dengan asupan gizi yang cukup, pemberian ASI eksklusif 6 bulan, MPASI bergizi, dan imunisasi lengkap.

Pemantauan pertumbuhan di posyandu setiap bulan sangat penting untuk deteksi dini stunting. Ibu hamil perlu mengonsumsi tablet tambah darah dan makanan berprotein tinggi seperti telur, ikan, dan daging. Sanitasi yang buruk juga berkontribusi terhadap stunting, jadi jaga kebersihan lingkungan.

Stunting dapat dicegah dengan intervensi gizi spesifik dan sensitif. Intervensi spesifik meliputi suplementasi zat besi pada ibu hamil dan imunisasi. Intervensi sensitif meliputi penyediaan air bersih, sanitasi, dan jaminan sosial. Mari bersama-sama wujudkan generasi bebas stunting.",Tumbuh Kembang,Draft,219714,,,2026-05-19 21:19:37,2026-05-19 21:19:37
111,Manfaat Imunisasi untuk Anak (Bagian 5),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Gizi,Menunggu Verifikasi,225841,,,2025-08-07 10:56:36,2025-08-07 10:56:36
112,Perkembangan Motorik Anak Usia 0-2 Tahun (Bagian 5),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Imunisasi,Dipublikasikan,243144,206135,2025-12-23,2025-12-10 09:26:16,2025-12-10 09:26:16
113,Pentingnya Imunisasi Booster (Bagian 5),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Tumbuh Kembang,Diarsipkan,211116,,,2026-04-20 13:54:13,2026-04-20 13:54:13
114,Pentingnya Imunisasi Booster (Bagian 5),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Tumbuh Kembang,Ditolak,216795,247893,,2026-03-14 19:56:02,2026-03-14 19:56:02
115,Kesehatan Ibu Hamil (Bagian 5),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Tumbuh Kembang,Diarsipkan,226075,,,2025-10-17 05:16:36,2025-10-17 05:16:36
116,Pemberian ASI Eksklusif (Bagian 5),"Ibu menyusui perlu makan bergizi, istirahat cukup, dan menghindari stres. Dukungan keluarga sangat penting untuk keberhasilan ASI eksklusif. Bayi yang diberi ASI eksklusif memiliki sistem kekebalan lebih baik dan risiko kematian lebih rendah.

Jika ibu bekerja, ASI dapat diperah dan disimpan dalam wadah bersih. ASI perah dapat bertahan 6-8 jam pada suhu ruang, 3-5 hari di kulkas, dan 6 bulan di freezer. Berikan ASI dengan sendok atau cangkir, bukan dot, untuk mencegah bingung puting.

ASI eksklusif diberikan selama 6 bulan pertama tanpa cairan atau makanan pendamping. ASI mengandung antibodi, enzim, dan hormon yang melindungi bayi dari infeksi dan alergi. Inisiasi Menyusu Dini (IMD) dilakukan segera setelah bayi lahir untuk meningkatkan produksi ASI.",Imunisasi,Draft,214864,,,2025-10-03 03:30:02,2025-10-03 03:30:02
117,Perkembangan Motorik Anak Usia 0-2 Tahun (Bagian 5),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Imunisasi,Ditolak,249115,202365,,2025-08-09 02:08:49,2025-08-09 02:08:49
118,Pemberian ASI Eksklusif (Bagian 5),"Ibu menyusui perlu makan bergizi, istirahat cukup, dan menghindari stres. Dukungan keluarga sangat penting untuk keberhasilan ASI eksklusif. Bayi yang diberi ASI eksklusif memiliki sistem kekebalan lebih baik dan risiko kematian lebih rendah.

Jika ibu bekerja, ASI dapat diperah dan disimpan dalam wadah bersih. ASI perah dapat bertahan 6-8 jam pada suhu ruang, 3-5 hari di kulkas, dan 6 bulan di freezer. Berikan ASI dengan sendok atau cangkir, bukan dot, untuk mencegah bingung puting.

ASI eksklusif diberikan selama 6 bulan pertama tanpa cairan atau makanan pendamping. ASI mengandung antibodi, enzim, dan hormon yang melindungi bayi dari infeksi dan alergi. Inisiasi Menyusu Dini (IMD) dilakukan segera setelah bayi lahir untuk meningkatkan produksi ASI.",Kehamilan,Dipublikasikan,213446,216351,2025-08-30,2026-01-30 19:37:23,2026-01-30 19:37:23
119,Deteksi Dini TBC pada Anak (Bagian 5),"Pengobatan TBC anak harus tuntas minimal 6 bulan dengan kombinasi obat OAT (Obat Anti Tuberkulosis). Putus obat dapat menyebabkan resistensi dan kambuh. Orang tua harus memastikan anak minum obat secara teratur.

Tuberkulosis (TBC) pada anak dapat dicegah dengan vaksin BCG yang diberikan segera setelah lahir. Gejala TBC anak: batuk lebih dari 3 minggu, berat badan tidak naik, demam berkepanjangan, keringat malam tanpa aktivitas berat.

Kontak erat dengan penderita TBC dewasa meningkatkan risiko penularan pada anak. Lingkungan rumah dengan ventilasi dan sinar matahari cukup membantu mencegah penularan. Segera periksa jika ada kontak dengan penderita TBC.",Kehamilan,Menunggu Verifikasi,201987,,,2026-05-14 18:46:03,2026-05-14 18:46:03
120,Mengenal Tanda Bahaya Kehamilan (Bagian 6),"Ibu hamil dianjurkan mengonsumsi 90 tablet tambah darah selama kehamilan untuk mencegah anemia. Konsumsi makanan bergizi seimbang, istirahat cukup, dan lakukan aktivitas fisik ringan seperti jalan kaki. Persalinan sebaiknya ditolong oleh tenaga kesehatan terlatih di fasilitas kesehatan.

Pemeriksaan kehamilan rutin minimal 6 kali selama masa kehamilan. Trimester pertama (1-3 bulan) periksa untuk konfirmasi kehamilan dan deteksi risiko awal. Trimester kedua (4-6 bulan) periksa untuk memantau pertumbuhan janin dan deteksi kelainan. Trimester ketiga (7-9 bulan) periksa untuk persiapan persalinan.

Tanda bahaya kehamilan yang harus diwaspadai: pendarahan melalui jalan lahir, sakit kepala hebat, pandangan kabur, bengkak di wajah dan tangan, demam tinggi, serta gerakan janin berkurang. Segera ke fasilitas kesehatan jika mengalami tanda-tanda tersebut.",Imunisasi,Menunggu Verifikasi,233811,,,2025-09-21 19:48:40,2025-09-21 19:48:40
121,Bahaya Campak dan Rubella (Bagian 6),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Gizi,Draft,207617,,,2026-02-20 21:34:02,2026-02-20 21:34:02
122,Gizi Seimbang untuk Balita (Bagian 6),"Menu makanan balita harus mengandung sumber energi (nasi, roti, ubi), sumber pembangun (ikan, telur, daging, tahu, tempe), dan sumber pengatur (sayur, buah). Kekurangan zat besi dapat menyebabkan anemia dan mengganggu perkembangan kognitif anak. Berikan hati ayam, bayam, atau kacang-kacangan.

Pola makan yang baik akan mendukung pertumbuhan dan perkembangan optimal. Hindari makanan tinggi gula dan lemak jenuh. Biasakan anak makan sayur dan buah setiap hari. Libatkan anak dalam menyiapkan makanan agar mereka lebih tertarik untuk mencoba.

Gizi seimbang berarti konsumsi makanan beragam dalam jumlah cukup sesuai kebutuhan tubuh. Prinsip gizi seimbang: makan makanan dengan komposisi karbohidrat, protein, lemak sehat, vitamin, mineral, dan air. Anak balita membutuhkan energi lebih besar per kilogram berat badan dibanding orang dewasa.",Gizi,Ditolak,226379,202365,,2026-04-10 10:55:42,2026-04-10 10:55:42
123,Manfaat Imunisasi untuk Anak (Bagian 6),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Gizi,Draft,243725,,,2025-09-09 10:01:41,2025-09-09 10:01:41
124,Perkembangan Motorik Anak Usia 0-2 Tahun (Bagian 6),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Imunisasi,Dipublikasikan,219132,247893,2025-08-23,2025-10-06 17:18:19,2025-10-06 17:18:19
125,Pencegahan Diare pada Anak (Bagian 6),"Menjaga sanitasi lingkungan dan kebersihan makanan adalah kunci mencegah diare. Zinc dapat diberikan selama 10 hari berturut-turut untuk memperpendek durasi diare. Pastikan selalu tersedia air bersih di rumah.

Diare adalah buang air besar encer lebih dari 3 kali sehari. Penyebab diare antara lain infeksi virus, bakteri, atau parasit, juga bisa karena alergi makanan. Pencegahan diare: cuci tangan pakai sabun, konsumsi air bersih, dan imunisasi rotavirus.

Jika anak diare, berikan oralit untuk mencegah dehidrasi. Teruskan ASI atau makanan lunak. Jangan memberikan obat diare tanpa resep dokter. Segera bawa ke fasilitas kesehatan jika diare disertai darah, muntah terus, atau sangat lemas.",Tumbuh Kembang,Draft,231874,,,2026-03-12 19:07:15,2026-03-12 19:07:15
126,Pencegahan Diare pada Anak (Bagian 6),"Menjaga sanitasi lingkungan dan kebersihan makanan adalah kunci mencegah diare. Zinc dapat diberikan selama 10 hari berturut-turut untuk memperpendek durasi diare. Pastikan selalu tersedia air bersih di rumah.

Diare adalah buang air besar encer lebih dari 3 kali sehari. Penyebab diare antara lain infeksi virus, bakteri, atau parasit, juga bisa karena alergi makanan. Pencegahan diare: cuci tangan pakai sabun, konsumsi air bersih, dan imunisasi rotavirus.

Jika anak diare, berikan oralit untuk mencegah dehidrasi. Teruskan ASI atau makanan lunak. Jangan memberikan obat diare tanpa resep dokter. Segera bawa ke fasilitas kesehatan jika diare disertai darah, muntah terus, atau sangat lemas.",Kehamilan,Draft,200432,,,2026-03-21 15:09:07,2026-03-21 15:09:07
127,Nutrisi untuk Ibu Menyusui (Bagian 6),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Gizi,Diarsipkan,248926,,,2026-01-15 02:49:26,2026-01-15 02:49:26
128,Vaksin MR dan Polio (Bagian 6),"Kekebalan kelompok hanya tercapai jika cakupan imunisasi tinggi. Mari dukung program imunisasi nasional dengan membawa anak ke posyandu atau puskesmas terdekat. Imunisasi aman, efektif, dan gratis.

Vaksin DPT-HB-Hib melindungi dari difteri, pertusis, tetanus, hepatitis B, dan Hib. Pastikan anak mendapatkan imunisasi lengkap sesuai jadwal untuk kekebalan optimal. Imunisasi merupakan hak anak dan kewajiban orang tua untuk melindungi generasi masa depan.

Vaksin MR melindungi dari campak (measles) dan rubella yang dapat menyebabkan kecacatan bawaan. Vaksin polio mencegah kelumpuhan akibat virus polio yang menyerang sistem saraf. Vaksin BCG diberikan untuk mencegah tuberkulosis berat pada anak.",Gizi,Menunggu Verifikasi,249051,,,2026-01-06 09:46:42,2026-01-06 09:46:42
129,Nutrisi untuk Ibu Menyusui (Bagian 6),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Imunisasi,Dipublikasikan,205979,202365,2025-12-12,2026-01-23 20:35:16,2026-01-23 20:35:16
130,Kesehatan Ibu Hamil (Bagian 6),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Gizi,Diarsipkan,234154,,,2026-01-15 23:30:23,2026-01-15 23:30:23
131,Tumbuh Kembang Anak Normal (Bagian 6),"Pada usia 0-3 bulan, bayi sudah bisa mengangkat kepala. Usia 4-6 bulan, bayi mulai tengkurap dan meraih mainan. Usia 7-9 bulan, bayi duduk sendiri dan merangkak. Usia 10-12 bulan, bayi berdiri dengan pegangan dan mulai berjalan. Orang tua perlu waspada jika ada tanda keterlambatan.

Perkembangan anak meliputi aspek motorik kasar, motorik halus, bahasa, dan personal-sosial. Setiap anak memiliki kecepatan tumbuh kembang yang berbeda, namun ada tolok ukur umum sesuai usia. Stimulasi dini dapat dilakukan dengan mengajak bermain, berbicara, membaca, dan bernyanyi.

Konsultasikan ke tenaga kesehatan jika anak belum bisa tengkurap di usia 4 bulan, belum merangkak di usia 9 bulan, atau belum berjalan di usia 18 bulan. Stimulasi yang teratur dan kasih sayang orang tua sangat penting untuk perkembangan optimal anak.",Tumbuh Kembang,Dipublikasikan,202440,223490,2026-04-12,2026-02-24 23:46:02,2026-02-24 23:46:02
132,Pencegahan Diare pada Anak (Bagian 6),"Jika anak diare, berikan oralit untuk mencegah dehidrasi. Teruskan ASI atau makanan lunak. Jangan memberikan obat diare tanpa resep dokter. Segera bawa ke fasilitas kesehatan jika diare disertai darah, muntah terus, atau sangat lemas.

Menjaga sanitasi lingkungan dan kebersihan makanan adalah kunci mencegah diare. Zinc dapat diberikan selama 10 hari berturut-turut untuk memperpendek durasi diare. Pastikan selalu tersedia air bersih di rumah.

Diare adalah buang air besar encer lebih dari 3 kali sehari. Penyebab diare antara lain infeksi virus, bakteri, atau parasit, juga bisa karena alergi makanan. Pencegahan diare: cuci tangan pakai sabun, konsumsi air bersih, dan imunisasi rotavirus.",Penyakit,Draft,232187,,,2026-04-06 05:03:53,2026-04-06 05:03:53
